name,excellent,very_good,average,poor,terrible
Acanto Room Suite&Deluxe,59,24,21,14,7
B&B Seneca,25,12,3,1,0
Urben Suites Apartment Design,68,64,19,8,10
Nautilus Hotel,52,51,31,7,10
Roman Terrace,41,35,13,6,4
Shali Luxury Suite,23,10,2,1,0
Movie Movie Hotel,12,6,1,0,0
Ripagrande a Trastevere,14,0,0,0,0
Rome Frattina 27,35,9,1,1,2
Borghese Executive Suite,50,23,5,3,7
Relais Sistina,83,36,5,6,13
Suite Artis Barberini,12,14,7,5,8
Spagna Secret Rooms,19,3,1,0,0
Ripa145 B&B,56,18,5,4,0
The Shire Hotel,34,10,1,0,4
Magica Luna Boutique Hotel Roma,25,6,3,1,1
Ripetta Central Suites,31,10,4,1,1
Room 230 Luxury Suites,33,16,2,2,2
Martina House,83,53,19,13,14
MyApARTsuite,24,12,2,0,0
Locanderia B&B,43,31,6,5,5
Luxardotel,44,71,45,13,9
Vaticano Royal Suite Guest House,32,11,4,2,1
Casa Casu,19,1,0,0,0
Alloggio Re Di Roma,45,16,6,1,3
Grappoli di Sole,21,4,0,0,0
B&B Alexander,31,25,5,1,1
B&B Casa Cimabue Roma,34,11,1,1,2
Domus Domas,83,100,52,22,28
St. Peter's Relax,32,8,2,0,1
In and Out Bed and Breakfast,86,57,14,4,20
Residenza Conti,28,14,3,2,1
Residenza Mazzini,30,13,4,2,0
Sole E Luna,34,66,34,8,10
All'obelisco Bed & Breakfast,45,18,6,1,1
Apartments Casa Navona,94,54,3,3,11
Imperial Suite Guest House,74,49,21,6,14
Hotel Trevi Collection,288,435,231,125,136
Hotel Trevi,251,479,287,144,178
Roma Five Suites,15,0,0,0,0
Relais Bocca di Leone,38,27,11,5,6
Frattina Rooms,35,19,6,1,4
Piazzetta de' Monti Suites,23,12,0,0,1
Rome Best,27,7,1,1,1
MF Hotel,82,154,77,33,40
Trevi Contemporary Suite,18,2,1,0,0
Ad Hoc Domus,38,18,5,2,2
Polinari Rooms San Pietro Roma,26,5,1,0,0
Le Tre Sorelle B&b Garbatella,21,2,1,0,0
Atlantis Inn Roma,31,12,7,0,1
Residenza Cavour,24,6,1,0,1
Flat 285 Suite,36,15,7,5,2
Roman Holidays cuore dell'impero,20,10,2,0,0
La Valle dei Casali,34,6,2,0,1
B&B Quovadis Roma 2,28,31,9,1,3
Roma2b,38,15,3,1,5
AppleMoon,39,17,7,1,3
Pinewood Hotel,119,333,212,70,65
Domus Julia,29,43,13,3,3
Little Rose Residence,29,5,2,1,0
Hotel Best Roma,150,219,140,67,56
InternoUno Deluxe,20,29,5,2,1
InternoUno,47,55,19,6,8
Sixtythree B&B,51,61,28,7,5
Morelli 1,36,37,8,7,7
Hotel Filippo Roma,44,101,56,10,10
Boncompagni Suite,54,58,18,8,8
B&B Hotel Roma San Lorenzo Termini,15,3,2,0,1
The Radical Hotel,13,1,0,0,0
Tree Charme Parliament Boutique Hotel,32,6,1,1,7
Flatinrome Trastevere Luxury Rooms,13,0,1,0,0
Dreamsrome Suites,16,7,0,0,0
Vittoriano Suite,31,12,2,2,5
Rome Art Hotel,69,47,32,15,18
Villa Aurelia,19,48,32,12,2
Colosseo Apartment,52,30,14,8,8
Navona Grand Suite,13,2,0,0,0
Hotel Balilla,20,2,0,0,2
San Vito Suites,29,13,3,1,2
Hotel Cassia,51,93,69,19,16
Residence I Triangoli,19,26,4,0,2
Residenza Al Corso,24,41,15,4,4
47 Steps,14,2,0,0,0
The Flower,20,11,1,0,0
Roma dei Papi - Hotel de Charme,44,53,23,10,12
Hotel Des Epoques,35,39,17,13,3
Hotel Cervia Roma,72,123,88,32,31
Roma Suite Centro,13,13,4,0,0
Colonna Luxury Suites,17,4,1,0,0
Max Hotel,70,110,77,25,25
Furio Camillo,27,15,5,2,1
Hotel Sol Levante,35,63,28,7,9
Hotel Millerose,37,56,36,10,5
Villa Maria Regina,63,155,142,55,32
Hotel St. Moritz,55,99,72,25,20
Locanda delle Corse,29,69,21,6,10
Casale Certosa,56,54,18,15,13
Lunaria Suites in Rome,15,3,0,0,0
Roman Holidays Boutique Hotel,19,8,1,0,1
Have a Nice Holiday - Luxury Rooms B&b,39,24,10,4,6
Little Queen Pantheon,15,2,1,0,0
Antico Palazzo Rospigliosi,143,167,159,76,59
My Suites Piazza di Spagna,16,1,1,0,0
Clementi 18 Suites in Rome,17,2,0,0,0
5Rooms,31,13,1,1,3
Escape Luxury Suite,35,9,1,2,5
Hotel Gran Torino Suite,25,18,7,2,2
Comfort Rome Vaticano B&B,57,14,1,2,1
B&B interno 8,23,1,1,0,0
Vatican Secret Rooms,26,18,5,2,1
Orange Hotel,130,241,140,81,68
Residenza Gregorio 7,33,19,1,1,4
Hostel Trastevere,50,22,12,9,9
Momenti Romani,19,5,1,0,0
Hotel Ercoli,43,112,54,16,13
504 Corso Suites Roma,53,5,2,2,6
B&B Roma Talenti Eleganza e Cortesia,18,19,6,2,0
Borromeo Roma Guest House,22,8,2,1,1
A Casa Boschi Guest House,56,38,8,7,11
L'Angolo Cortese B&B,39,30,6,3,4
Inn Rome B&B,25,0,0,0,0
Black&White G&G,43,23,6,5,5
Villa Smeraldo,20,11,2,0,0
Moai Home B&B,39,41,12,9,7
Tiburtina House,28,38,18,3,3
Hotel Everest Inn,43,79,41,11,19
Fauno Urban Resort,17,6,3,2,0
Cleopatra Affittacamere,22,46,16,5,3
Le Suite del Corso,29,17,7,1,2
Dreamsrome Suites,16,7,0,0,0
Casa Bella Pantheon,39,10,5,2,2
Rome Art Hotel,69,47,32,15,18
Suite Artis Barberini,12,14,7,5,8
Colosseo Apartment,52,30,14,8,8
San Vito Suites,29,13,3,1,2
Hotel Santa Costanza,153,407,246,85,45
Trastevere Royal Suite,30,7,4,1,3
Strawberry House B&B,29,22,2,2,1
Residence I Triangoli,19,26,4,0,2
Navona Governo Vecchio,30,68,13,6,10
47 Steps,14,2,0,0,0
Palazzo Medusa,23,6,2,2,0
Hotel Santa Prassede,74,169,153,51,44
Roma dei Papi - Hotel de Charme,44,53,23,10,12
Hotel Des Epoques,35,39,17,13,3
Hotel Cervia Roma,72,123,88,32,31
Scipioni Suites,37,19,4,1,2
Gala B&B,30,18,6,1,1
Bed And Breakfast La Porta,26,39,11,1,2
Max Hotel,70,110,77,25,25
Domus Giulio Cesare,17,8,1,0,0
B&B Esty,26,24,6,2,2
CdR Guest House,33,12,3,0,6
Hotel Valentino Palace,28,55,18,7,6
Nazionale Palace Suites,19,3,1,1,0
Hotel Sol Levante,35,63,28,7,9
Hotel Millerose,37,56,36,10,5
Casale Certosa,56,54,18,15,13
The Radical Hotel,13,1,0,0,0
Flatinrome Trastevere Luxury Rooms,13,0,1,0,0
Villa Aurelia,19,48,32,12,2
A 2 Passi dai Musei Guest House,24,1,0,3,0
Vinci House,15,3,0,0,0
Residenza Al Corso,24,41,15,4,4
MyBedCavour,21,4,2,1,0
B&B a Vinicius et Mita,29,27,4,5,1
All Comfort Astoria Palace,43,33,24,9,9
HQH Colosseo - Daplace Collection,65,43,22,12,13
Elion B&B,23,12,5,0,0
Da Nonna Maria,22,18,2,1,1
Vatican Garden House,37,29,8,4,7
Colonna Luxury Suites,17,4,1,0,0
B&B Vacanze Romane Olgiata,15,8,0,0,0
Flann O'Brien Rooms,49,61,38,13,16
La Quercia di Mamre B&B,32,4,2,2,1
Guest Lovers,36,33,9,4,6
Vatican Suite 383,27,4,0,0,3
Furio Camillo,27,15,5,2,1
B&B Santa Croce,43,33,12,2,7
Vanella Rome Domus,27,14,2,1,2
Vatican City Holidays,25,24,3,2,3
Colazione Al Vaticano,60,39,28,7,13
Art Atelier Accomodation,36,17,4,1,6
Villa Maria Regina,63,155,142,55,32
Locanda delle Corse,29,69,21,6,10
Small Luxury B&B,48,21,5,7,3
59 Steps Trevi,31,17,14,2,7
Espana Hotel,64,113,76,32,28
B&B Hotel Roma San Lorenzo Termini,15,3,2,0,1
Tree Charme Parliament Boutique Hotel,32,6,1,1,7
DeA Suite Roma,26,5,2,0,0
Top Floor Trastevere,13,2,0,0,0
Vittoriano Suite,31,12,2,2,5
Navona Grand Suite,13,2,0,0,0
Hotel Balilla,20,2,0,0,2
Suite Condotti 29 A.C. Hotels S.r.l.,28,30,7,4,8
Hotel Cassia,51,93,69,19,16
Locanda di Piazza del Popolo,26,34,10,6,8
Vatican Luxury Rooms,31,5,8,0,3
B&B Clelia,19,5,0,1,0
The Flower,20,11,1,0,0
Dream City Rome,20,10,2,1,0
Madi B&B,19,7,0,0,0
Coladir Guest House,13,8,1,1,0
Passeggiate Romane B&B,24,19,7,0,3
Cesare ai Cavalieri Suites,26,4,4,4,2
Roma Suite Centro,13,13,4,0,0
Malkavacanze B&B,19,10,1,0,0
Casa Celeste,23,12,2,1,2
Le Lanterne B&B,22,0,0,0,1
Intown Luxury House,91,71,28,8,32
Ripetta Natural Suites,43,30,15,7,10
Best Suites Trevi,65,32,14,5,13
Hotel Castelfidardo,41,72,45,11,22
Eterna Roma,29,17,6,0,4
Hello Roma B&B,73,16,18,6,13
Hotel St. Moritz,55,99,72,25,20
Freedom Traveller Hostel,73,99,77,40,30
Poesis Experience Hotel,13,0,0,1,0
Guest House Cavour 278,16,0,0,0,0
Colosseo Accomodation Room Guest House,15,1,0,0,1
Star Vatican Rooms,34,35,13,5,9
NL Trastevere,25,12,9,1,3
Suite Artis Barberini,12,14,7,5,8
Maru Shelter,18,1,0,0,0
Gcf Luxurysuites,16,2,0,0,1
Villa Strampelli,14,9,2,0,1
Affittacamere Campus Trigoria,37,1,3,7,4
Vatican Rome,20,19,2,2,2
B&B Missi,20,7,0,1,0
San Paolo Guest House,16,20,9,3,0
Gioia B & B,31,42,18,7,7
St. Peter Central Rooms B&B,39,29,7,3,5
BDB Luxury Rooms San Pietro,26,24,9,2,3
Chroma Octho,37,14,7,1,6
Bed and Breakfast Letto & Latte,31,2,0,0,3
Campo de' Fiori Boutique,16,4,0,0,0
San Pietro Rooms Hotel,44,50,19,12,15
B&B Alba Domus,26,51,14,3,7
Relais Babuino 124,24,9,3,0,2
Hotel Milo,47,146,104,26,28
Imperial Rooms,49,39,20,8,12
Yhr Suite 51,25,20,3,3,4
Hotel La Fenice,51,103,46,16,26
Hotel Touring,31,102,84,18,17
Legends Hostel,42,76,37,18,17
Hotel Giorgina,30,97,105,33,17
Core de Roma,40,36,15,12,5
Santa Maria Inn,31,57,32,10,6
Fabio dei Velapazza Guesthouse,13,2,0,0,0
The Vista Rooms & Terrace,10,0,0,0,0
Domus Domiziana B&B,42,9,0,3,6
Residenza Crescenzio,17,6,1,2,0
St. Peter Fortytwo,13,0,0,0,0
Suite Artis Barberini,12,14,7,5,8
Hotel Boomerang,25,23,16,9,4
Hospitales del Pellegrino - Trastevere,44,3,0,2,5
IL Rosso E IL Blu,13,6,0,1,0
Clodio Rooms,14,3,0,0,0
Etruria Relais & Wine,16,11,4,0,1
Madonna de' Monti Suites - Daplace Collection,35,7,2,1,4
Papillo Hotel,72,108,54,31,26
Camere del Camerlengo,19,3,1,2,0
Il Granello di Senape,28,4,1,0,1
Atticoromantica,15,6,1,0,0
Nina Casetta De Trastevere,31,25,6,6,3
Relais Roma Centro,46,61,27,11,16
Hotel Capitol Roma,40,85,84,28,33
Bed and Breakfast Vacanze a Roma,25,20,3,4,2
Vacanze Romane 2,17,31,12,3,4
Hotel Il Villino,41,17,17,13,7
Dolce Virginia,25,28,2,2,3
Zaccardi,27,18,2,2,3
The Center of Rome B&B,22,29,5,2,2
B&B Angels in Rome,61,19,4,2,10
Hotel Texas,46,59,46,14,13
Domus Pinciana Bed & Breakfast,24,30,6,5,1
Hotel Aniene,76,175,126,59,39
Cola Vatican Rooms,29,41,14,8,2
Hotel Parker,82,140,107,46,54
iH Hotels Roma Cicerone,128,336,265,91,91
Hotel St. Martin,11,0,0,1,0
Episcopo Lipinsky B&B,53,16,6,4,10
Hotel Tito,37,37,22,9,12
Tolli Rooms,16,1,0,0,0
Laterano Inn,13,3,0,0,0
Roma Vespahouse,13,0,0,0,0
Il Gladiatore Suite,35,28,20,7,6
Amoroma Bed & Breakfast,27,27,13,4,4
B&B Domus Romae,15,7,0,0,0
Donna Margherita Rome Suite & Rooms,14,4,0,0,0
La Stazione Del Vaticano,14,7,2,0,0
Hotel De Petris,369,667,334,140,126
Trinity Luxury Rooms,32,12,6,4,7
A Casa di Giallo,15,4,0,0,0
Casa De' Fiori,17,10,1,0,2
Bed Breakfast degli Amici,23,10,1,1,1
Casa 901,16,8,3,0,1
Velvet Suite,21,2,1,1,1
Roma Art Rooms,25,28,7,5,5
MyTime Rome,19,13,1,1,2
Residenza Domizia,54,93,39,17,25
B&B Buonanotte Roma,20,8,1,1,1
Kiss Me Rome Luxury Rooms,77,67,29,7,25
Hotel Enrica,99,100,53,29,26
Tritone Top House,71,45,20,7,23
Grand Tour Roma Guest House,28,10,3,2,4
Ripetta Relais,22,21,6,7,4
Hotel Giubileo,46,74,68,31,18
Hotel Ferraro,27,65,26,12,13
Canova Rooms,12,2,0,0,0
Hotel Principe di Piemonte,35,118,70,19,21
Al Manthia Hotel,68,140,136,55,54
B&B Parco Delle Valli,32,24,8,3,2
Walker Rooms,9,5,0,0,0
Royal Suite du Vatican,30,39,18,4,10
Mascherino Suites,11,5,1,0,0
City Lights Rome,17,2,3,0,0
Tourist House,10,25,9,3,1
126 Gracchi Suites,11,0,0,0,0
B&B Golden House,15,6,2,2,0
Hotel Fiori,46,119,81,31,40
Mondo Antico,21,10,0,1,4
Magister,23,4,10,1,2
Fabio Massimo Guest House,20,3,1,1,2
Relais Star Of Trastevere,10,7,0,0,1
Sallustio Luxury Suites,9,8,9,0,0
Villa Icidia Hotel,42,41,34,9,10
Hotel Residenza G.R.A. 21,19,39,10,4,4
Floreo Roma II,9,7,2,0,0
Audrey Rooms Guest House,21,0,1,0,1
Hotel La Giocca,32,76,68,20,16
Rhome GuestHouse Affittacamere,10,0,0,0,0
Casa Wally,24,9,1,2,2
La Foresteria Luxury Suites,24,17,2,0,7
Il Corso Suite,26,24,12,2,5
Trevi Elite Rome,19,22,3,7,3
Rome to Stay,13,22,9,5,2
Maison Giulia,15,7,3,0,2
Rifugio degli Artisti,46,24,5,7,10
FOURHEADS Private Suites,20,11,2,2,4
Romerooms,9,1,0,0,0
Reale House B&B,27,11,8,1,3
I Fiumi Di Navona,18,2,1,0,2
Dulcis In Fundo - Trastevere,13,9,1,0,2
Le vestali,8,1,0,0,0
Rome Vatican Suite,31,27,4,3,6
A Roman Tale B&B di Valerio Grechi,13,0,1,0,0
Relais Leone,55,21,4,2,17
Relais Della Torre,24,7,2,1,4
Elysium Suites,11,5,0,0,1
KISS INN,13,4,2,0,0
Town House Roma,13,12,2,2,1
RHS Rienzo Suites,14,6,2,0,1
Hotel Erdarelli,37,69,56,25,27
Bed & Breakfast Penelope Holiday,66,10,7,9,14
Sweet Rome,20,3,0,0,2
Le Fontane di Roma,13,3,1,0,0
Rhome Hosting,11,2,0,0,0
Luxury Navona,24,13,8,2,4
Il Gattopardo Relais,36,45,17,17,8
Stefy's Rooms,11,4,0,0,0
Villa Roma '900,14,9,0,1,1
Lucky Domus Rooms,14,20,2,1,2
Tritone 125,11,1,1,0,0
New Rome House,22,8,4,4,1
Baylon Suites,54,40,20,11,13
Il Tempio Della Capitale,16,6,2,2,1
Residenza Risorgimento,22,28,14,6,4
Luna su Villa Borghese - Luxury Rooms,20,1,1,1,1
St. Peter Suites,12,0,0,0,1
D'Este Hotel,61,63,62,33,19
Guesthouse Park Pines,12,0,0,0,0
Palm Suite,10,2,2,0,0
Residenza Giubbonari,19,1,0,0,0
In Terrazza da Giusy,8,2,0,0,0
Ergife Palace Hotel,265,626,542,226,182
Hotel Euro Quiris,29,37,23,11,6
B&B Colori di Roma,13,2,0,0,0
B & B Due passi da,56,25,13,7,6
Frattina 57,33,31,10,6,8
Chester Suites,12,4,3,0,1
Sweet Home Piramide,18,2,0,0,3
Little Queen Navona,13,2,1,2,0
Rome By Suite Vatican,11,1,0,0,0
CoppolaMyHouse,19,3,1,2,0
Jet Lag B&B,17,20,4,0,3
Le Rose di Bi B&B,33,34,17,1,4
Rome StarHome,8,0,0,0,0
Big Johnny B,26,0,0,0,2
Jadore Monic,12,4,2,0,0
Hotel Bruna,22,39,21,4,6
Le Petit Bijou,22,17,11,3,5
Dandi Domus Guest House,24,33,15,7,4
Bloom Apartment by La Griffe,18,5,7,0,2
Al Casale del Veio,22,5,0,0,2
The Roman Empire Guesthouse,13,23,11,0,4
Casa Fabbrini Fancy Suites,12,1,0,0,1
Sweetdreams Inn,39,32,12,5,10
Suite Paradise,30,24,11,5,8
NH Collection Roma Giustiniano,1660,994,219,79,41
Suite Paradise,30,24,11,5,8
Rome StarHome,8,0,0,0,0
Rosso Cortese,9,0,0,0,0
Country House La Gaura,12,1,0,0,0
Casa Fabbrini Fancy Suites,12,1,0,0,1
Allegra's House Caracciolo,10,2,0,0,0
ELE Green Park Hotel Pamphili,78,135,142,44,46
B&B La Casa di Antonia,10,4,0,0,0
BoRooms,16,1,0,0,1
Hotel Royal House,49,47,27,14,14
Dunant Guest House,10,4,2,0,0
Al Casale del Veio,22,5,0,0,2
Big Johnny B,26,0,0,0,2
B&B Appio Re di Roma,18,5,0,0,0
Jadore Monic,12,4,2,0,0
Emi's Guest House,16,7,3,0,1
The Roman Empire Guesthouse,13,23,11,0,4
Hotel Roma Tor Vergata,123,224,207,100,101
Little Queen Navona,13,2,1,2,0
Hotel Royal Bissolati,17,12,9,1,4
Girasole Guesthouse & Breakfast,13,5,1,1,2
Bloom Apartment by La Griffe,18,5,7,0,2
Hotel Bruna,22,39,21,4,6
Al Passetto - St Peter's Bike,12,15,6,3,0
Dandi Domus Guest House,24,33,15,7,4
Montreal Hotel,79,144,124,40,31
Suiteart Vaticano,11,1,0,0,0
Le Due Lune,26,16,7,6,4
Dimora Storica Urbana Roma,66,36,25,17,45
Le Petit Bijou,22,17,11,3,5
A World Aparts - 68 Barberini,13,2,0,0,1
Spagna Art & Suites - Daplace Collection,25,3,0,2,4
Erossuite,8,0,0,0,0
Hotel Santa Maura,25,18,10,4,4
La Vite Vaticana,10,9,1,0,1
Hotel Stendhal,827,470,117,40,40
Spagna Dream Suites,53,29,16,7,10
Les Diamants Spanish Steps Suite,12,1,0,0,0
Guest House Interno 4,12,3,0,0,0
Tenuta Agricola Fonte di Papa,19,7,2,3,2
Ianus Guest House,10,1,0,0,0
City Rooms,30,14,6,3,4
Re Monti Guesthouse,12,0,1,0,1
Hotel Locanda Cairoli,21,23,12,4,7
Serventi Longhi Rooms,14,4,1,0,1
Piazza di Spagna Comfort Rooms,23,14,3,2,3
Holiday Sunny Roma,8,27,8,2,1
Dea Roma Inn,14,17,8,2,2
Residence Vatican Suites,63,62,51,27,28
B&B Isolatiberina,10,8,6,1,0
Hotel Corallo,33,118,89,22,24
B&B La Cubanina,18,5,1,2,2
Monti Luxury,9,1,0,1,0
Floor 6,16,10,9,5,1
Hotel Rossi,7,4,1,0,0
Art Mary,20,48,21,11,7
Al 7,10,11,2,1,0
My Sweet Rome,11,4,0,0,0
Hotel Sistina,50,105,74,31,31
Pantheon 3E,13,16,3,1,0
Locanda degli Antiquari,10,4,6,0,0
Hotel Villa Eur Parco Dei Pini,412,403,191,59,35
Hotel Turner,238,336,232,136,139
Hotel the Brand,7,1,1,0,0
Villa Wilson,38,9,2,2,9
City Guest House,78,214,117,71,46
Cardinal Hotel St. Peter,182,380,329,150,120
Vatican Heart,18,7,5,2,1
Hotel Pyramid,35,103,92,35,27
Hotel Robinson,25,35,32,11,7
Parioli Place,17,1,0,0,2
B&B Rosmini,35,48,10,9,9
Bed & Breakfast a Casa di Tiziana,17,5,2,2,1
Daniele Manin Guesthouse,20,12,8,2,4
Ritmo Blues B&B,14,17,4,1,2
Biancaluna Guesthouse,8,2,0,0,0
Anna Guest House,11,7,3,1,0
Hotel Amadeus,29,62,49,19,14
Clementi Portrait,9,0,0,0,0
Residenza Vaticana,9,6,1,0,0
Navona Stay,11,2,1,0,1
Incantesimo Vaticano,24,5,2,2,4
Hotel Rome Love,28,53,29,10,12
Caracalla Room Rental,11,3,1,1,0
Gio Suites Luxury B&B,20,20,5,4,4
Settembre95,165,50,19,23,61
Vatican Rooms Accommodation,17,7,2,3,2
B&B La Torre,9,9,2,1,0
Hotel Giotto Flavia,49,81,51,39,35
Top Floor Navona,11,15,6,3,1
The Rainbow B&B,16,25,11,7,2
Bed&BikeRome Rooms,8,4,0,0,0
Ricciardelli Luxury Studios - Piazza di Spagna,6,0,0,0,0
Traveller House,6,0,0,0,0
Seven,7,1,0,0,0
Residenza Spada,10,1,1,1,0
Reginella Suites,6,5,0,0,0
Catone Vatican Suites,14,9,2,3,2
Bye Rome,28,33,12,2,16
Florida,42,77,54,21,18
Mirabilia Urbis Roma,8,6,1,1,0
Angolo di Roma Guest House,8,4,0,1,0
Bixio Hotel,27,18,9,7,10
L'Architetto,9,2,0,0,0
Residenza Fermi,13,13,5,1,2
Domus Porta Angelica,6,2,1,0,0
Villa Luzzatti Hostel,6,0,0,0,0
Pegaso B&B,11,10,1,0,1
Domus Iuliae,10,0,0,0,1
Antica Dimora dell'Orso,17,30,8,10,5
Piccolo Imperiale Guest House,21,27,9,7,7
Retro Rooms Termini,5,9,3,0,0
La Chiostrina,11,8,3,2,1
Viale Giulio Cesare Guest House,7,4,1,0,0
Le Coq Rooms&Suite,13,8,2,1,2
La Casa Romana,9,1,0,0,0
Residenza Ruspoli Bonaparte,39,8,5,6,8
B&B Di Leo,10,3,1,0,0
Hotel Capri,6,2,0,0,0
Room91,4,6,0,0,0
Soggiorno Sunny,19,34,26,8,15
4 Season B&B,53,25,15,10,18
Casa a Roma B&B,85,43,13,6,5
Colonna 18,40,10,6,2,1
B&B Castro Pretorio,67,57,16,12,5
Glance in Rome,22,2,5,0,0
Unicum Roma Suites,20,0,0,0,0
LIttle Queen Relais,39,19,4,2,3
Il Giardino delle Tartarughe,44,7,1,0,0
iRooms Central Station,53,30,9,7,6
The Loft,34,48,13,5,2
AnnoDomini,66,28,4,4,6
Gentes B&B,44,31,2,1,2
Domus Arena,32,1,6,0,0
Hotel La Genziana,86,51,31,11,11
BBQueen,85,24,6,1,4
B&B Gioielli di Cornelia,51,5,2,1,2
Hotel 900 Liberty,37,42,16,4,5
Coliseum Rooms,43,31,8,0,2
Villa Maria,28,47,10,3,1
Casa Zavatti,41,10,1,1,0
B&B Ondina,34,2,0,0,0
Gina B&B,28,6,4,0,0
Parini House,47,18,2,0,1
New Generation Hostel Santa Maria Maggiore,45,46,13,6,5
Roma Mi Amor,26,1,0,0,0
La Luna di Roma B&B,66,18,6,3,9
Rome Accommodation B&B,85,55,19,8,10
Rome The Eternal City,38,6,2,1,0
Morin 10,26,0,0,0,0
Trivium Suites Fontana di Trevi,27,5,0,1,0
Trevi & Pantheon Luxury Rooms,31,20,7,3,0
Borgo San Lorenzo Roma,4,0,0,0,0
Spagna Luxury Rooms,5,0,0,0,0
Boutique Relais Barozzi,6,1,2,2,0
Paleari 229,5,0,0,0,0
Apollo Apartments Colosseo,7,0,2,1,0
Starhotels Metropole,1025,1204,286,73,37
Seven Miracles Inn,5,0,0,0,0
Corso 12 Rooms & Suites,5,3,0,0,0
Regolo Rooms Vaticano,5,0,0,0,0
Comfort Rooms,5,1,1,0,0
Il Sampietrino,8,3,1,0,0
Guest Roma House,8,0,0,0,1
Hotel Ciao,9,30,16,9,5
Romami,6,3,0,0,1
APPIA Avenue 639,27,22,8,9,12
Alex Guest House Rome,8,3,0,0,1
Vaticano Golden Rooms,6,4,0,1,0
Bed and Breakfast Divina Roma,8,5,0,0,1
Tre R Eur,5,0,0,0,0
St. John's Balcony,6,2,1,0,0
Hotel Lazio,35,77,82,33,38
DomusTacitoLuxury,11,1,0,3,0
Navona Nice Room,22,39,11,5,16
Locanda San Cosimato,18,38,21,15,9
O.effe. Global Suites At Vatican,4,1,0,0,0
My Tiny Home,9,5,2,3,2
Sergio House,12,46,39,15,10
Rome Vatican Inn,26,24,18,8,11
247 Luxury Rooms,8,4,1,1,1
Morgagni House,9,6,10,2,2
Coppede Hotel,29,31,24,10,16
Florea Palace,4,1,0,0,0
Residenza Roma Imperiale,7,0,0,0,1
V-Accommodation IV Fontane,4,0,0,0,0
BePlace Aventino,4,1,0,0,0
Giselda Home,4,3,1,0,0
Guest House della Valle Roma,4,0,0,0,0
B&B La Lupa,5,0,0,0,0
Il Segno in Rome,6,0,0,0,0
Relais Rasella 47,3,4,2,0,0
Av Domus Vatican St. Peter B&B,5,0,0,0,0
Hotel Gloria,11,13,10,3,4
La Terrazza Sul Colosseo,6,0,0,0,0
Aquarius Rome,6,0,0,0,0
Mr. Charlie Brown,3,3,0,0,0
Fabiola's Home,5,1,1,0,0
Elide Garden,4,1,0,0,0
Bed & Breakfast Corso di Francia,8,2,3,0,1
Cervara Park Hotel,47,60,34,23,20
Martino ai Monti Hotel,17,33,23,4,17
Affittacamere Mazzini,5,7,0,1,0
Rooma Beb,5,7,4,2,0
Pianeta Roma 127,16,10,8,2,5
Imperial Relais,16,14,3,4,8
Hotel Gabriella,163,83,108,60,72
Floridia Hotel,21,50,52,20,22
Hotel Termini,18,52,56,11,16
Bed & Breakfast Royale,5,3,4,0,0
Few Steps From Colosseum,31,34,20,7,14
Su Al Celio - Colosseo,7,2,1,0,0
Maison Re di Roma,17,13,2,6,4
Apollo Boutique Hotel,3,1,0,0,0
Chilling Jacuzzi Suite,4,0,0,0,0
Residenza Roma Imperiale,7,0,0,0,1
V-Accommodation IV Fontane,4,0,0,0,0
Cicero Rome Center,7,0,0,0,1
BePlace Aventino,4,1,0,0,0
B&B La Lupa,5,0,0,0,0
Il Segno in Rome,6,0,0,0,0
Relais Rasella 47,3,4,2,0,0
Av Domus Vatican St. Peter B&B,5,0,0,0,0
Hotel Gloria,11,13,10,3,4
La Terrazza Sul Colosseo,6,0,0,0,0
Aquarius Rome,6,0,0,0,0
Mr. Charlie Brown,3,3,0,0,0
Gravina Suite Frattina,13,17,9,3,8
Next Stop Roma Furio Camillo,8,2,3,0,1
Fabiola's Home,5,1,1,0,0
Casa Magini,5,2,3,0,0
Elide Garden,4,1,0,0,0
Bed & Breakfast Corso di Francia,8,2,3,0,1
Martino ai Monti Hotel,17,33,23,4,17
Affittacamere Mazzini,5,7,0,1,0
Hotel Cambridge,46,108,94,48,38
Imperial Relais,16,14,3,4,8
Hotel Gabriella,163,83,108,60,72
Floridia Hotel,21,50,52,20,22
Bed & Breakfast Royale,5,3,4,0,0
Few Steps From Colosseum,31,34,20,7,14
Su Al Celio - Colosseo,7,2,1,0,0
Maison Re di Roma,17,13,2,6,4
Almait,4,0,0,0,0
Il Giardino Dell'Argano Rosso,4,1,1,0,0
Sheraton Parco de' Medici Rome Hotel,412,784,705,391,301
Oasi Urbana 41,4,0,0,0,0
Domus Ponte Milvio,3,1,0,0,0
Monti House,8,27,9,6,6
Le Streghe di Roma,6,2,1,0,0
House Monti 1875,4,0,0,0,0
Talenti House,4,1,0,0,0
Legend R. G.,8,16,9,9,3
Appia Garden,4,1,0,0,0
Suncity,5,0,0,0,0
Domus Ester,53,102,75,48,41
B&B ROA - Room of Arts,7,4,2,0,1
Margana Tower,4,0,0,0,0
Marco E Laura Bed & Breakfast,43,65,37,19,34
B&B Alla Fiera,3,15,3,1,1
Rome City Hostel,18,23,13,5,9
Honey Rooms,11,8,3,1,1
B&B San Pietro Alle Fornaci,5,7,0,2,1
Sepulveda,16,5,6,2,5
ER Centurione,6,10,10,0,2
Trastevere in Bed,10,0,1,4,1
Gialli Vatican Guesthouse,4,0,0,0,0
Little Aurelius Hotel,5,7,3,2,1
