name,5,4,3,2,1,total
"2021 Newest HP 17 Laptop 17"" HD+ Anti-Glare Screen 11th Gen Intel Core i7-1165G7 Intel Iris Xe Graphics 16 GB RAM 1 TB PCIe SSD Long Battery Life Webcam Mics Win10 Silver",75%,11%,4%,4%,6%,38
"2021 Newest Gateway 15.6"" FHD Ultra Slim Laptop AMD Ryzen 5 3450U (Better Than i7-8565U) 16GB RAM 256GB SSD THX Audio Fingerprint Scanner Webcam HDMI WiFi Windows 10 Home Black+Oydisen Cloth",54%,29%,9%,5%,3%,48
"HP Pavilion Laptop (2022 Model) 15.6"" FHD Display Intel Celeron Processor 8GB DDR4 RAM 128GB SSD Online Conferencing Webcam HDMI WiFi Bluetooth Wins 10 + One Year Office 365",68%,19%,7%,0%,7%,21
"Dell Inspiron 15 3000 Laptop 15.6"" HD Display Intel N4205U Dual-Core Processor 16GB RAM 1TB HDD Webcam HDMI Bluetooth Wi-Fi Black Windows 10",72%,14%,15%,0%,0%,9
"Acer Aspire 1 A115-31-C2Y3 15.6"" Full HD Display Intel Celeron N4020 4GB DDR4 64GB eMMC 802.11ac Wi-Fi 5 Up to 10-Hours of Battery Life Microsoft 365 Personal Windows 10 in S mode Black",71%,16%,6%,2%,5%,"3,049"
"Acer Aspire 5 15.6"" FHD LED-Backlit Display Laptop AMD Ryzen 3 3200U Up to 3.5GHz 16GB DDR4 512GB PCle SSD 802.11ac Bluetooth HDMI Backlit Keyboard Webcam Windows 10 S TWE Accessory Bundle",47%,26%,17%,0%,10%,13
Dell Latitude 5480 | 14 inch Business Laptop | Intel i5-6300U | 8GB DDR4 | 256GB SSD | Backlit Keyboard | Win 10 Pro (Renewed),58%,21%,9%,2%,10%,83
2021 Newest Dell Inspiron 3000 Laptop 15.6 HD LED-Backlit Display Intel Celeron Processor N4020 8GB DDR4 RAM 128GB PCIe SSD Online Meeting Ready Webcam WiFi HDMI Bluetooth Win10 Home Black,69%,20%,4%,2%,4%,269
"Lenovo Ideapad 3 Laptop 14"" HD Display Intel Pentium Silver N5030 1.1GHz 4GB RAM 256GB PCIe SSD HDMI WiFi+Bluetooth Windows 10 Platinum Grey",72%,19%,4%,1%,5%,409
"2021 Newest Dell Inspiron 15 3000 Series 3501 Laptop 15.6"" FHD Display with Webcam 11th Gen Intel Core i5-1135G7 Quad-Core Processor 32GB RAM 1TB SSD HDMI Wi-Fi Windows 10 Home Black",71%,11%,0%,0%,18%,13
"2021 Newest HP 15.6"" FHD Laptop Computer Intel Celeron N4020 Processor 8GB DDR4 RAM 128GB SSD 1-Year Office 365 Webcam Wi-Fi USB Type-C RJ-45 Windows 10 Home in S Mode Ipuzzle Mousepad",67%,24%,5%,1%,3%,163
"TECLAST 15.6"" Laptop Computer 12GB+256GB 10th Intel Core i3-1005G1 Windows Laptop Up to 3.4GHz 15W Process 1920x1080 FHD Thin Traditional Laptop Computers HDMI 5G WiFi BT Type-C USB3.0 Zoom Meeting",100%,0%,0%,0%,0%,5
Fusion5 14.1inch A90B+ Pro 64GB Windows 10 Laptop - 4GB RAM 64GB Storage Full HD IPS Bluetooth 2MP Webcam Dual Band WiFi Laptop,59%,20%,8%,4%,9%,"1,169"
AC Charger for Asus FX504 UX510UW N56J N56VM N56VZ N750 N500 G50 N53S N55 Laptop 19V 6.32A 120W Adapter Power Supply,77%,5%,3%,6%,10%,49
OfficeSuite Family Compatible with Microsoft® Office Word® Excel® & PowerPoint® and Adobe® PDF for PC Windows 10 8.1 8 7 - 1-year license 6 users,55%,10%,10%,8%,16%,25
"2021 Dell Inspiron 15 3593 15.6"" HD Touchscreen Laptop Computer Intel Quad-Core i7-1065G7 12GB RAM 512GB PCIe SSD Intel Iris Plus Graphics MaxxAudio HD Webcam Win 10 S",74%,16%,4%,2%,5%,161
"2021 Newest HP 17 Laptop 17.3"" FHD IPS Display 11th Gen Intel Core i5-1135G7 Intel Iris Xe Graphics 16 GB RAM 512 GB SSD WiFi Webcam Long Battery Life Mics Windows 10 Silver (Latest Model)",70%,11%,0%,0%,19%,12
"Hyundai HyBook 14.1"" Celeron Laptop 8GB RAM 128GB SSD RJ45 Windows 10 - Silver Bundle with Lexar 64GB JumpDrive S50 USB 2.0 Flash Drive + 1 Year Extended Protection Plan",0%,49%,0%,0%,51%,2
"Newest Flagship HP Chromebook 11.6"" HD Screen Intel Celeron Processor N3350 4GB LPDDR2 32GB eMMC Online Class Online Meeting KKE 64GB MicroSD Card",78%,22%,0%,0%,0%,11
Dell Inspiron 3000 15” Laptop Intel Celeron – 128GB SSD+500GB HDD – 8GB DDR4 – 1.8GHz - Intel UHD Graphics - Windows 10 Home - Inspiron 15 3000 Series - New,72%,16%,5%,1%,6%,557
Aizami 1080p HD Webcam Auto Tracking Web Camera with Tripod Plug Play Computer Webcam Touch Control Streaming Webcam for Living Broadcast Calling Conferencing Gaming Skype/Facebook/YouTube/OBS,0%,100%,0%,0%,0%,1
Lewinner 2K Webcam with Ring Light & Tripod & Microphone HD Streaming Web Camera with Cover-USB AutoFocus Adjustable Brightness PC Video Conference/Call/Teaching/Gaming Laptop/Desktop Mac Zoom,59%,10%,6%,15%,10%,18
"Lenovo IdeaPad 3 15.6"" Touchscreen Laptop - AMD Ryzen 5 5500U - Abyss Blue MD Ryzen 5 5500U 12GB DDR4 2666MHz RAM 512GB NVMe M.2 Solid State Drive 82KU00C1US",65%,35%,0%,0%,0%,6
"2020 HP 15.6"" Touchscreen Laptop Computer/ 10th Gen Intel Quard-Core i5 1035G1 up to 3.6GHz/ 12GB DDR4 RAM/ 256GB PCIe SSD/ 802.11ac WiFi/ Bluetooth 4.2/ USB 3.1 Type-C/ HDMI/ Silver/ Windows 10 Home",74%,19%,1%,2%,4%,423
"2021 Newest Acer Aspire 5 Slim Laptop 15.6"" Full HD Display 10th Gen Intel Core i3-1005G1 Processor 20GB DDR4 RAM 512GB SSD Intel WiFi 6 Backlit KB Fingerprint Reader Win10 Home",78%,10%,4%,3%,5%,57
Dell Inspiron 15 3000 15.6-inch Full HD 11th Gen Intel Core i5-1135G7 12GB 256GB SSD Laptop,72%,14%,6%,0%,8%,72
"2021 HP 15.6"" HD Laptop Computer AMD Athlon Silver N3050U 4GB RAM 128GB SSD HDMI USB-C WiFi Webcam Windows 10 S with Office 365 for 1 Year Mouse Sleeve + Fairywren Card (Rose Gold)",76%,14%,4%,2%,4%,88
"Dell XPS 13 9310 (Latest Model) 13.4"" Core i7-1185G7 IRIS Xe 1TB SSD 32GB RAM 4K+ (3840X2400) Multi-Touch WiFi 6 AX Platinum Win 10 PRO (Renewed) (Win 10 PRO)",71%,8%,9%,0%,12%,18
"Jumper Laptop 13.3"" Full HD 1920 x 1080 IPS 4GB RAM 128GB ROM Windows 10 Celeron Processor Thin and Light Laptop Free Office 1 Year Dual Band 5GHz WiFiBluetooth with Webcam",53%,15%,9%,6%,17%,"1,894"
"Video Projector Native 1080P/300 Supported VILINICE Outdoor Projector with 100"" Movie Projector Screen 100000h Lamp Life Home Theater Projector Compatible with Phone/TV Stick/PC/PS4/DVD/HDMI/USB",67%,15%,14%,2%,2%,84
New_Dell_Inspiron FHD 15.6 Inch Laptop Student Business Computer AMD Ryzen 5 (Beat Intel Core i5 8265u) 8GB RAM 512GB SSD HDMI WiFi Bluetooth Win 10 1-Week AimCare Sup.,77%,13%,0%,6%,4%,51
TECLAST Gaming Laptop Intel Core i5-8259U 15.6 Inch FHD Matte IPS Traditional Windows 10 Laptops Computers 8GB RAM 256GB SSD Super Silent Cooling Backlit Fast Charge Long Battery Life,83%,17%,0%,0%,0%,8
"DELL Latitude 3189 Intel Pentium N4200 (1.1 GHz) 4 GB Memory 128 GB SSD Intel HD Graphics 505 11.6"" Touchscreen 1366 x 768 Convertible 2-in-1 Laptop Windows 10 Pro 64-Bit (Renewed)",70%,21%,0%,4%,5%,39
"2021 Newest Dell Inspiron 15.6"" HD Laptop Intel 4205U Processor 12GB DDR4 RAM 1TB HDD Online Class Ready Webcam Wi-Fi HDMI Bluetooth Win10 Home",69%,13%,5%,2%,10%,334
"HP 15 15.6"" FHD Laptop Computer AMD Ryzen 3 3250U up to 3.5GHz 8GB DDR4 RAM 256GB SSD 802.11AC WiFi Bluetooth 5.0 Webcam Type-C HDMI Silver Windows 10 S BROAGE 64GB Flash Drive",77%,12%,4%,4%,4%,38
2021 Newest Lenovo IdeaPad 3 15.6” HD Touch Screen Laptop Intel Dual-Core i3-10110U Up to 4.1 GHz 8GB DDR4 RAM 256GB PCI-e SSD Webcam WiFi HDMI Windows 10 Home in S Mode + Nly MP,66%,18%,5%,0%,11%,31
2021 New 1080P Web Camera HD Webcam with Microhone & Privacy USB Computer Camera for Zoom/Skype/Team Conference and Video Call Tripod Fasten Hole Available,50%,0%,0%,0%,50%,2
"26W AC Charger Fit Samsung 11.6"" Chromebook 2/3 XE500C13 303C 501C13 503C 500C12 AD-2612 Laptop Power Adapter Supply Cord",56%,24%,13%,7%,0%,18
"2021 HP Pavilion 15.6"" FHD IPS Laptop 11th Gen Intel 4-Core i7-1165G7(up to 4.7GHz) 16GB RAM 512GB PCIe SSD Intel Iris Xe Graphics Audio by B&O Win10 Pro Fast Charge WiFi 6 w/Accessories",82%,18%,0%,0%,0%,9
ASUS VivoBook 15 F515 Thin and Light Laptop 15.6” FHD Display Intel Core i3-1005G1 Processor 4GB DDR4 RAM 128GB PCIe SSD Fingerprint Reader Windows 10 Home in S Mode Slate Grey F515JA-AH31,73%,17%,5%,2%,3%,"5,765"
HP Pavilion Gaming 15-Inch Laptop Intel Core i5-9300H NVIDIA GeForce GTX 1650 12GB RAM 256GB SSD Windows 10 (15-dk0041nr Black),83%,10%,2%,1%,3%,916
"Microsoft Surface Laptop Go - 12.4"" Touchscreen - Intel Core i5 - 8GB Memory - 128GB SSD - Platinum",78%,12%,4%,2%,5%,"1,028"
ASUS VivoBook Flip 14 Thin and Light 2-in-1 Laptop 14” HD Touchscreen Intel Celeron N4020 CPU 4GB RAM 128GB Storage Windows 10 Home S Microsoft 365 Light Grey TPM Fingerprint J401MA-PS04T,69%,16%,7%,2%,6%,385
"SAMSUNG Galaxy Book Pro Intel Evo Platform Laptop Computer 15.6"" AMOLED Screen 11th Gen Intel Core i5 Processor 8GB Memory 512GB SSD Long-Lasting Battery Mystic Silver",66%,16%,8%,4%,6%,263
"MSI Creator Z16 Professional Laptop: 16"" QHD+ 16:10 120Hz Touch Display Intel Core i7 11800H NVIDIA GeForce RTX 3060 32GB RAM 1TB NVME SSD Thunderbolt 4 Win10 PRO Lunar Gray (A11UET-013)",36%,29%,35%,0%,0%,6
ASUS Notebook C204EE-YS01-GR 11.6 INCH N4000 4GB 16GB Chrome OS Intel UHD Dark G,84%,0%,0%,0%,16%,9
Full HD Webcam 1080P Streaming Camera Widescreen Video Calling and Recording with Microphone Desktop LaptopYouTube,52%,48%,0%,0%,0%,5
Slim 200W 10.3A AC Charger Fit for HP Omen 15 17 zbook 15 17 Pavilion Gaming 15 17 Envy 15 2020 L00818-850 TPN-DA10 TPN-LA21 L73385-001 L00895-003 ADP-200HB B Laptop Power Supply Cord,59%,20%,0%,0%,22%,6
Dell Latitude E5450 14in Laptop Intel Core i5-5300U 2.3Ghz 8GB RAM 256GB Solid State Drive Windows 10 Pro 64bit (Renewed),61%,15%,5%,6%,13%,332
ALLDOCUBE Laptop Computer 14-inch PC Intel JasperLake N5100 Quad Core 12GB RAM 256GB SSD FHD IPS Display 10000mah WiFi 6 Bluetooth 5.1 Type C Backlit Keyboard Windows 10 Home Space Gray,61%,20%,9%,4%,5%,108
2021 Newest Dell Inspiron 3000 Laptop 15.6 HD LED-Backlit Display Intel Pentium Silver N5030 Processor 16GB DDR4 RAM 512GB PCIe SSD + 1TB HDD Online Meeting Ready Webcam HDMI Win10 Home Black,59%,22%,6%,3%,11%,59
"2021 Newest HP Laptop 15.6"" FHD Display AMD Ryzen 3-3250 2-Core Processor 16GB DDR4 Memory 512GB PCIe NVMe M.2 SSD Wi-Fi HDMI Webcam Bluetooth Windows 10 Home Silver",61%,27%,12%,0%,0%,12
"2021 Newest HP 17.3"" FHD Laptop AMD Ryzen 5 5500U 6-core(Beat i7-1160G7 up to 4.0GHz) 16GB RAM 512GB PCIe SSD Bluetooth 4.2 WiFi HDMI USB-A&C Windows 10 S w/Ghost Manta Accessories",84%,16%,0%,0%,0%,9
"2021 New HP Pavilion 15.6"" FHD Gaming Laptop AMD 6-Core Ryzen 5 4600H Up to 4.0 GHz (Beats i5-9300H) 16GB RAM 256GB SSD + 1TB HDD Nvidia GeForce GTX 1650 Graphics Win 10 Home + Oydisen Cloth",78%,12%,1%,2%,7%,245
ELECOM -Japan Brand- Webcam with Microphone Full HD 1080P 30FPS Streaming Windows Hello Facial Recognition Compatible with Windows 11 10 Easy Login for Desktop & Laptop (UCAM-CF20FBBK),43%,33%,9%,3%,12%,107
"MSI Modern 14 Professional Laptop: 14"" IPS-Level Thin Bezel Display Intel Core i7-1165G7 NVIDIA GeForce MX450 16GB RAM 512GB NVMe SSD Win10 PRO Beige Mousse (B11SB-290)",55%,22%,9%,0%,14%,15
"HP Pavilion Business & Student Laptop 15.6"" FHD Display AMD Ryzen 3 3250U Processor (Beats i7-7600U) 16GB RAM 512GB SSD AMD Radeon Graphics Webcam WiFi Bluetooth HDMI Windows 10",74%,26%,0%,0%,0%,5
"2021 Lenovo Ideapad 3 15.6"" FHD Home and Business Laptop AMD Ryzen 5 5500U 6 Cores Integrated AMD Radeon 7 Graphics 8GB RAM DDR4 256GB SSD 82KU003NUS",100%,0%,0%,0%,0%,3
HP 14 Laptop Intel Celeron N4020 4 GB RAM 64 GB Storage 14-inch Micro-Edge HD Display Windows 10 Home Thin & Portable 4K Graphics One Year of Microsoft 365 (14-dq0030nr 2021 Pale Rose Gold),100%,0%,0%,0%,0%,6
HP Chromebook 14 Laptop Intel Celeron N5030 Processor 4 GB RAM 128 GB Storage (64GB eMMC+64GB Hugo SD Card) 14” HD Display Chrome Webcam and Dual Mics Home School Music Movies,72%,15%,6%,2%,5%,"2,651"
"2021 Newest HP 14"" FHD 1080P Light-Weight Laptop for Business and Student 4-Core Intel Pentium N6000 (up to 3.3GHz) 16GB RAM 64GB eMMC+256GB SSD HDMI WiFi 1-Year Microsoft 365 w/GM Accessories",90%,0%,0%,0%,10%,14
HP 15 Laptop AMD Ryzen 3 3250U Processor 8 GB RAM 256 GB SSD Storage 15.6-inch HD Micro-Edge Display Windows 10 Home Long-Lasting Battery HP Fast Charge 720p Webcam (15-ef1021nr 2020),75%,16%,4%,2%,4%,666
"MSI Summit E13 Flip EVO Professional Laptop: 13"" IPS-Level Touch Screen Intel core i7-1185G7 Iris Xe 32GB RAM 1TB NVMe SSD Win10 PRO Ink Black (A11MT-021)",27%,30%,16%,0%,28%,8
"15.6"" S15 Full HD Windows 10 Professional Slim n Light Laptop - 128GB Storage 4GB RAM S15 Model Lapbook Dedicated Num-Pad Dual-Band WiFi Expandable Storage",54%,25%,7%,7%,8%,81
"MSI Creator Z16 Professional Laptop: 16"" QHD+ 16:10 120Hz Touch Display Intel Core i9-11900H NVIDIA GeForce RTX 3060 32GB RAM 2TB NVME SSD Thunderbolt 4 Win10 PRO Lunar Gray (A11UET-043)",36%,29%,35%,0%,0%,6
135W AC Charger PA-1131-16 Fit for Acer V17 Nitro VN7-792G-59CL Aspire VX 15 VX15 VX5-591G-5652 VX5-591G-72U5 VX5-591G-77DE N16C7 A715-71G A715-72G A717-72G N17C2 A715-74G N17C2 GamingLaptop,100%,0%,0%,0%,0%,2
"2021 HP 15.6"" FHD (1920 x 1080) IPS Micro-Edge Laptop Computer Intel 2-Core Celeron N4020 8GB DDR4 256GB SSD BT Webcam HDMI Media Card Reader Windows 10 S 1-Yr Office 365 ABYS Wireless Mouse",100%,0%,0%,0%,0%,2
"HP - Pavilion 15.6"" Gaming Laptop - AMD Ryzen 5 - 8GB Memory - NVIDIA GeForce GTX 1650 - 256GB SSD - Shadow Black",79%,15%,3%,1%,3%,549
"2020 HP 15.6"" HD LED Display Laptop Intel Pentium Gold 6405U Processor 4GB DDR4 RAM 128GB SSD HDMI Webcam WI-FI Windows 10 S Scarlet Red",74%,16%,4%,1%,5%,972
Dell Inspiron 15 FHD Touchscreen Laptop AMD Ryzen 5 5500U (Beats i7-11370H) 16GB RAM 512GB PCIe SSD AMD Radeon Graphics Backlit Keyboard Fingerprint Reader Win10 Platinum Silver (Latest Model),67%,14%,18%,0%,0%,7
2021 Newest Dell Inspiron 15 3505 15.6 FHD LED-Backlit Laptop AMD Ryzen 3 3250U up to 3.5GHz 8GB DDR4 256GB SSD Online Meeting Ready Webcam HDMI FP Reader Windows 10 S,100%,0%,0%,0%,0%,2
2021 HP 14 inch HD Laptop Newest for Business and Student AMD Athlon Silver 3050U (Beat i5-7200U) 16GB DDR4 RAM 512GB SSD 802.11ac WiFi Bluetooth HDMI Windows 10 w/HESVAP 3in1 Accessories,70%,16%,5%,3%,6%,"2,703"
HP 15.6 Inch Full HD Touchscreen Laptop AMD 8-Core Ryzen 7 5700U (Beat i7-10710U) 16GB DDR4 Ram 512GB SSD WiFi 6 Windows 10 Silver,70%,30%,0%,0%,0%,4
"Acer Swift X SFX14-41G-R1S6 Creator Laptop | 14"" Full HD 100% sRGB | AMD Ryzen 7 5800U | NVIDIA RTX 3050Ti Laptop GPU | 16GB LPDDR4X | 512GB SSD | Wi-Fi 6 | Backlit KB | Amazon Alexa | Windows 10 Home",66%,24%,4%,3%,4%,134
"2021 Newest HP Pavilion 15.6"" HD Laptop Intel Quad-core Pentium Processor 16GB RAM 512GB SSD Intel UHD Graphics HD Webcam Bluetooth HDMI USB Type-C Scarlet Red Windows 10",68%,10%,4%,4%,13%,32
Dell Latitude E7470 14in Laptop Core i5-6300U 2.4GHz 8GB Ram 256GB SSD Windows 10 Pro 64bit (Renewed),69%,15%,5%,3%,8%,597
HP 14 Laptop AMD 3020e 4 GB RAM 64 GB eMMC Storage 14-inch HD Touchscreen Windows 10 Home in S Mode Long Battery Life Microsoft 365 (14-fq0040nr 2020),78%,12%,4%,1%,5%,351
"New_Lenovo IdeaPad 3 15.6"" HD Touchscreen Laptop Intel 10th Gen Core i5-10210U 12GB DDR4 Memory 512GB PCIe SSD Webcam Wi-Fi 6 Bluetooth 5.0 HDMI Win10 w/Shoxlab 1-M Support",76%,15%,5%,0%,3%,50
Dell Inspiron 15 3502 Intel(R) Celeron(R) Processor N4020 Processor 128GB Solid State Drive 4GB 1x4GB DDR4 15.6-inch HD (1366 x 768) Anti-Glare LED-Backlit Non-Touch Narrow Border Displa,66%,17%,10%,0%,7%,23
2021 Newest Dell Inspiron 15 3505 15.6 FHD LED-Backlit Laptop AMD Ryzen 3 3250U up to 3.5GHz 8GB DDR4 512GB SSD Online Meeting Ready Webcam HDMI Fingerprint Reader Windows 10 Home S,100%,0%,0%,0%,0%,2
Fusion5 14.1inch A90B+ Pro 64GB Windows 10 Laptop - 4GB RAM 64GB Storage Full HD IPS Bluetooth 2MP Webcam Dual Band WiFi Laptop,59%,20%,8%,4%,9%,"1,169"
19.5V 11.8A 230W AC Charger for GX531G GX531GS GX531GM GX531GV GX531GW GX531GX GX701G GX701GX GX701GW GX701GV GX531GS-230W GX531GM-180W Gaming Laptop Adapter Cord,57%,43%,0%,0%,0%,2
Conference Webcam 1080P USB Web Stream Camera with Microphone and Speaker Wide Angle Video Cemera for Video Conferencing Zoom Room Streaming Skype Teams Facetime Webex Meeting,100%,0%,0%,0%,0%,2
"HP Stream 11 Pro G2 Laptop Computer 11.6"" LED Display PC Intel Dual-Core Processor 4GB DDR3 RAM 64GB eMMC HD Webcam HDMI WiFi Bluetooth Windows 10 (Renewed)",56%,16%,10%,4%,14%,358
Dell Inspiron 15 3000 (3593) Laptop Computer - 15.6 inch HD Anti-Glare Display (Intel Core 11th Gen i5-1035G1 8GB 256GB PCIe M.2 NVMe SSD Camera) Windows 10 Home,78%,15%,2%,2%,1%,61
"New_Dell_Inspiron 15 3000 15.6"" FHD Non-Touch Laptop AMD Ryzen 3 3250U Processor Radeon Graphics 8GB RAM 256GB SSD HDMI SD Card Reader WiFi Bluetooth Camera Win 10 1-W Shoxlab Tech Support",69%,20%,4%,3%,4%,67
"HP 2021 Newest 17z Laptop 17.3"" HD+ Touchscreen AMD Ryzen 5 5500U 6 Cores Processor 8GB RAM 256GB SSD Webcam Windows 10 Home KKE Mousepad",72%,8%,7%,6%,7%,52
"2021 Dell New Inspiron 15 3000 Slim Laptop 15.6"" FHD LED Display 11th Gen Intel Core i3-1115G4 Processor 16 GB DDR4 RAM 256 GB SSD HDMI Webcam Windows 10 Home Black (Latest Model)",66%,26%,0%,0%,8%,13
2021 Newest HP 15 15.6” HD Display Laptop Notebook Intel Pentium Quad-Core N5000(Up to 2.7GHz) 8GB DDR4 RAM 128GB SSD HDMI USB-C WiFi Webcam Win10 Scarlet Red +JVQ MousepadOnline Class Ready,40%,47%,13%,0%,0%,10
"MSI Summit E13 Flip Evo Professional Laptop: 13"" IPS-Level Touch Screen Intel core i7-1185G7 Iris Xe 16GB RAM 512GB NVMe SSD Win10 Home Pure White (A11MT-022)",27%,30%,16%,0%,28%,8
45w USB C Laptop Charger for Dell XPS 13 9333 9360 9365 9370 9380 Inspiron 5482 Latitude 7390 2in1 7275 7370 5175 5285 5290 2in1，LA45NM15004RYWW0HDCY5 with Type c (USB-C/USBC) Power Supply,100%,0%,0%,0%,0%,12
Fast Dell Latitude E5470 HD Business Laptop Notebook PC (Intel Core i5-6300U 8GB Ram 256GB Solid State SSD HDMI Camera WiFi SC Card Reader) Win 10 Pro (Renewed),67%,13%,7%,4%,10%,953
2021 Newest Dell Inspiron 3000 Laptop 15.6 HD Display Intel Core i5-1035G1 16GB DDR4 RAM 1TB Hard Disk Drive Online Meeting Ready Webcam WiFi HDMI Win10 Home Black,61%,17%,8%,5%,10%,48
"2021 Newest Dell Inspiron 15 3000 3511 15.6"" (1920 x 1080) FHD Laptop 11th Gen Intel Core i3-1115G4 (Up to 4.1GHz Beat i5-1035G4) 16GB Memory 512GB PCIe SSD Webcam Bluetooth Black Windows 10",65%,20%,15%,0%,0%,16
"HP - 17.3"" HD+ Touchscreen Laptop - 10th Gen Intel Core i5 - 8GB Memory - 256GB SSD - Numeric Keypad - DVD-Writer - Windows 10 Home",71%,20%,3%,4%,3%,104
Windows 10 Pro Laptop BiTECOOL 2021 New 15.6 inches Full HD IPS Display Pc Laptops Intel Celeron J4125 Quad Core 8GB RAM and 256GB SSD BT4.2 2.4/5G WiFi Full Size Keyboard Slim (Laptop only),60%,15%,10%,3%,13%,59
2021 Newest Dell Inspiron 15 3505 15.6 FHD LED-Backlit Laptop AMD Ryzen 3 3250U up to 3.5GHz 8GB DDR4 256GB SSD Online Meeting Ready Webcam HDMI FP Reader Windows 10 S,100%,0%,0%,0%,0%,2
HP 15.6 Inch Full HD Touchscreen Laptop AMD 8-Core Ryzen 7 5700U (Beat i7-10710U) WiFi 6 12GB DDR4 RAM 256GB PCIE SSD Windows 10 HomeSilver,70%,30%,0%,0%,0%,4
TECLAST F7 Plus2 14” Laptop Computer 8GB RAM 256GB SSD Windows 10 Laptop Up to 2.6GHz Intel N4120 1920x1080 FHD IPS Display Lightweight Windows Laptop 2.4G+5G WiFi Bluetooth Type-C Mini-HDMI,58%,10%,8%,7%,17%,68
2021 AutoFocus Webcam with Microphone & Privacy Cover Wansview HD 1080P USB PC Web Camera for Laptop Computer Desktop for Live Streaming Zoom Video Call Online Meeting Gaming,68%,17%,6%,2%,7%,608
AUSDOM HD Webcam 1080P with Microphone USB Desktop Laptop Web Camera 12.0MP Auto Exposure Pro Streaming Computer Camera for Laptop/Desktop/Skype/FaceTime/YouTube/Yahoo Messenger/Zoom,52%,17%,13%,6%,11%,609
2021 Newest HP 14 inch HD Laptop Computer Intel Celeron N4000 up to 2.6 GHz 4GB DDR4 64GB eMMC Storage WiFi  Webcam HDMI Bluetooth 1 Year Microsoft 365Windows 10 S Rose Pink + Hubxcel Cables,66%,13%,11%,5%,5%,67
"Eluktronics MECH-15 G3 (2021) 15.6"" NVIDIA GeForce RTX 3080 Gaming Laptop AMD Ryzen 9 5900HX 15.6 inch QHD Display 1TB PCIe SSD 32GB DDR4 RAM Mechanical Keyboard 94WHr Battery Windows 10 Home",83%,0%,13%,0%,4%,40
"HP Stream 14"" HD Laptop PC Intel Celeron N4000 4 GB RAM 64 GB eMMC Windows 10 S Blue",72%,16%,5%,2%,5%,72
HP 15 Laptop (Latest Model) 15.6” Full HD Display Intel Core i5-1135G7 (Beat i7-1065G7) 16GB RAM 512GB SSD Intel Iris X Graphics Webcam HDMI Wi-Fi Bluetooth Windows 10 Home Silver + Nly MP,100%,0%,0%,0%,0%,1
HP 2021 Newest 14in Ultra Light Laptop Intel N4020 Processor(Up to 2.8GHz) 8GB RAM 128GB Storage(64GB eMMC+64GB Micro SD) 1 Yr Office 365 Webcam HDMI WiFi USB-A&C (Google Classroom or Zoom),68%,17%,6%,2%,7%,229
"HP 14"" Touchscreen Home and Business Laptop Ryzen 3-3200U 8GB RAM 128GB M.2 SSD Dual-Core up to 3.50 GHz Vega 3 Graphics RJ-45 USB-C 4K Output HDMI Bluetooth Webcam 1366x768 Win 10",76%,13%,4%,2%,4%,"1,515"
"HP 15-dw2065st 15.6"" Notebook 10th GEN i5-1035G1 8GB RAM 256GB SSD WiFi CAM Windows 10",80%,20%,0%,0%,0%,7
Dell Chromebook 11 CB1C13 11.6inch Laptop Intel Celeron 2955U 1.40GHz 2GB 16GB SSD (Renewed),65%,11%,8%,5%,10%,914
Dell Inspiron 15 3505 Full HD Laptop (FHD) 15.6 inch - AMD Ryzen 5 3450U 12GB DDR4 RAM 512GB SSD AMD Radeon Vega 8 Graphics Windows Laptop (10) - Black (Latest Model),73%,18%,5%,0%,3%,114
HP 2021 Stream 14in HD Display Intel Celeron N4020 Dual-Core Processor 4GB DDR4 Memory 128 GB storage (64GB eMMC+64GB TGC Flash Memory) HDMI WiFi Webcam Bluetooth1-Year Microsoft 365 Win10 S,75%,11%,8%,2%,4%,193
2020 HP 14 inch HD Laptop Intel Celeron N4020 up to 2.8 GHz 4GB DDR4 64GB eMMC Storage WiFi 5 Webcam HDMI Windows 10 S /Legendary Accessories (Google Classroom or Zoom Compatible) (Blue),75%,14%,5%,2%,4%,"2,012"
"Lenovo IdeaPad 3 15"" Touchscreen HD Laptop 10th Gen Intel Core i3-10110U (Beats i5-7200U) 8GB DDR4 256GB PCIe SSD Webcam HDMI Windows 10 S /Legendary Accessories",69%,19%,5%,2%,5%,145
"Acer Swift 3 Intel Evo Thin & Light Laptop 14"" Full HD Intel Core i7-1165G7 Intel Iris Xe Graphics 8GB LPDDR4X 256GB NVMe SSD Wi-Fi 6 Fingerprint Reader Back-lit KB SF314-59-75QC",67%,17%,6%,5%,6%,300
130W 19.5V 6.67A Laptop AC Adapter Charger Compatible with Dell XPS 15 7590 9560 9570 9530 Precision 5520 5510 5540 M3800 M2800 Inspiron 7000 Series 7347 7348 7459 P56F DA130PM130 Power Supply Cord,70%,0%,0%,0%,30%,4
New AC Charger Fit for Dell Latitude E6440 Latitude E6540 Latitude E7240 Latitude E7250 Latitude E7450 Latitude E7440 Laptop Power Supply Adapter Cord,79%,21%,0%,0%,0%,6
"HP EliteBook 840 G3 Laptop 14"" HD Display Intel Core i5-6300U 2.4Ghz 256GB SSD 16GB DDR4 RAM Webcam WiFi Windows 10 Pro (Renewed)",66%,15%,6%,3%,10%,531
"Lenovo - IdeaPad 3 15"" Laptop - Intel Core i3-1005G1-8GB Memory - 256GB SSD - Platinum Grey - 81WE011UUS",77%,15%,3%,1%,3%,721
